FechaHora;Temp;Humedad;Gas;Ph;TempAmbiente;HumedadAmbiente
24/05/2025 16:00;22.21;67.76;105.97;7.09;9.30;58.00
24/05/2025 16:10;22.95;66.99;108.29;7.07;11.79;57.00
24/05/2025 16:20;23.43;68.41;79.97;7.03;11.51;55.00
24/05/2025 16:30;22.97;67.39;90.77;7.00;10.75;55.00
24/05/2025 16:40;23.35;68.79;103.56;6.99;10.32;55.00
24/05/2025 16:50;23.64;66.19;79.31;6.95;9.91;54.00
24/05/2025 17:00;24.38;67.02;98.02;6.94;10.64;52.00
24/05/2025 17:10;24.75;65.64;92.27;6.92;11.88;53.00
24/05/2025 17:20;24.20;67.00;108.79;6.88;10.21;52.00
24/05/2025 17:30;24.51;65.97;97.45;6.86;11.13;54.00
24/05/2025 17:40;24.09;66.60;108.27;6.85;9.52;53.00
24/05/2025 17:50;24.06;65.96;89.53;6.81;10.42;53.00
24/05/2025 18:00;23.09;65.01;89.64;6.79;10.28;53.00
24/05/2025 18:10;22.73;65.41;103.52;6.75;10.58;53.00
24/05/2025 18:20;23.50;64.80;107.75;6.73;10.54;52.00
24/05/2025 18:30;24.47;66.14;84.69;6.71;11.54;52.00
24/05/2025 18:40;25.35;63.37;83.76;6.69;11.15;52.00
24/05/2025 18:50;24.52;66.25;75.58;6.68;11.37;51.00
24/05/2025 19:00;25.41;85.73;96.75;6.66;11.96;51.00
24/05/2025 19:10;26.12;85.47;93.72;6.64;10.86;50.00
24/05/2025 19:20;25.26;86.06;92.41;6.61;9.22;52.00
24/05/2025 19:30;24.58;86.34;94.90;6.59;10.30;52.00
24/05/2025 19:40;23.92;84.46;98.94;6.58;10.03;51.00
24/05/2025 19:50;24.89;86.03;82.97;6.57;9.59;51.00
24/05/2025 20:00;25.62;85.75;104.72;6.57;10.31;52.00
24/05/2025 20:10;25.71;85.66;99.38;6.54;10.93;51.00
24/05/2025 20:20;25.30;85.49;101.24;6.52;10.30;52.00
24/05/2025 20:30;24.85;84.96;105.88;6.50;9.00;51.00
24/05/2025 20:40;25.04;84.00;109.29;6.48;10.38;50.00
24/05/2025 20:50;25.57;84.81;104.47;6.48;11.87;51.00
24/05/2025 21:00;26.09;85.56;96.18;6.46;11.18;52.00
24/05/2025 21:10;25.95;85.76;92.64;6.45;9.11;52.00
24/05/2025 21:20;25.88;84.83;93.03;6.44;11.71;51.00
24/05/2025 21:30;25.68;85.54;95.71;6.41;10.02;52.00
24/05/2025 21:40;25.29;85.09;81.32;6.39;10.07;51.00
24/05/2025 21:50;25.20;85.37;107.05;6.38;11.46;51.00
24/05/2025 22:00;25.43;84.93;90.46;6.37;10.30;50.00
24/05/2025 22:10;26.19;84.60;108.35;6.36;10.47;50.00
24/05/2025 22:20;25.32;84.64;89.06;6.34;11.22;50.00
24/05/2025 22:30;25.58;84.79;109.68;6.33;10.83;50.00
24/05/2025 22:40;25.77;83.58;109.17;6.33;10.84;50.00
24/05/2025 22:50;24.93;84.90;109.70;6.32;9.07;50.00
24/05/2025 23:00;24.39;85.50;79.68;6.31;10.86;51.00
24/05/2025 23:10;24.18;85.47;92.82;6.29;11.26;52.00
24/05/2025 23:20;24.34;86.19;78.29;6.27;10.20;52.00
24/05/2025 23:30;23.71;86.40;78.46;6.26;10.45;51.00
24/05/2025 23:40;22.85;85.47;89.84;6.23;9.35;51.00
24/05/2025 23:50;22.65;85.90;106.96;6.22;9.51;50.00
25/05/2025 0:00;23.42;90.28;134.76;6.21;11.31;65.00
25/05/2025 0:10;22.99;90.81;104.17;6.18;11.12;65.00
25/05/2025 0:20;22.54;88.55;118.39;6.15;9.54;65.00
25/05/2025 0:30;21.67;90.35;119.28;6.14;10.93;67.00
25/05/2025 0:40;22.47;91.43;117.71;6.14;11.13;68.00
25/05/2025 0:50;21.90;91.19;121.92;6.11;9.12;67.00
25/05/2025 1:00;21.13;90.46;102.06;6.10;9.31;67.00
25/05/2025 1:10;20.50;89.19;112.74;6.09;11.44;65.00
25/05/2025 1:20;20.34;90.97;131.79;6.06;11.48;66.00
25/05/2025 1:30;21.14;90.37;103.12;6.05;10.41;67.00
25/05/2025 1:40;21.42;90.73;111.76;6.05;10.06;67.00
25/05/2025 1:50;22.16;89.73;122.65;6.02;11.95;67.00
25/05/2025 2:00;23.05;89.78;120.31;6.01;10.56;66.00
25/05/2025 2:10;23.07;90.04;135.79;6.00;10.18;66.00
25/05/2025 2:20;23.40;89.06;82.78;5.99;11.22;67.00
25/05/2025 2:30;23.68;91.35;93.76;5.99;10.71;68.00
25/05/2025 2:40;22.70;90.25;86.49;5.96;11.10;68.00
25/05/2025 2:50;22.81;90.77;65.06;5.93;9.61;67.00
25/05/2025 3:00;23.72;89.47;92.70;5.92;9.67;69.00
25/05/2025 3:10;24.03;88.72;86.33;5.90;10.49;67.00
25/05/2025 3:20;23.86;91.12;90.98;5.89;11.19;68.00
25/05/2025 3:30;24.55;88.53;83.32;5.88;9.71;67.00
25/05/2025 3:40;25.10;91.37;74.98;5.87;10.73;65.00
25/05/2025 3:50;24.42;88.78;70.61;5.86;9.73;65.00
25/05/2025 4:00;24.79;95.36;116.11;6.34;10.11;64.00
25/05/2025 4:10;25.55;96.47;103.07;6.77;10.03;64.00
25/05/2025 4:20;26.37;96.67;179.94;7.04;11.40;64.00
25/05/2025 4:30;27.85;93.49;191.79;7.51;11.29;65.00
25/05/2025 4:40;28.72;95.21;183.72;7.89;11.84;66.00
25/05/2025 4:50;28.37;95.19;111.09;8.22;11.30;65.00
25/05/2025 5:00;28.46;95.79;132.17;8.50;10.27;67.00
25/05/2025 5:10;27.78;95.87;132.85;8.50;11.28;67.00
25/05/2025 5:20;27.91;93.06;125.79;8.50;11.76;67.00
25/05/2025 5:30;28.23;95.84;122.33;8.50;9.13;66.00
25/05/2025 5:40;29.08;95.57;114.91;8.50;10.03;66.00
25/05/2025 5:50;29.29;95.56;122.72;8.50;11.82;64.00
25/05/2025 6:00;28.55;94.80;135.29;8.50;10.88;63.00
25/05/2025 6:10;29.51;96.47;114.46;8.50;9.47;64.00
25/05/2025 6:20;29.59;94.67;111.50;8.50;11.63;63.00
25/05/2025 6:30;29.85;96.94;107.71;8.50;11.51;63.00
25/05/2025 6:40;30.27;93.19;123.24;8.50;9.98;63.00
25/05/2025 6:50;30.50;96.37;125.74;8.50;10.24;64.00
25/05/2025 7:00;30.64;87.58;112.72;8.49;10.03;65.00
25/05/2025 7:10;30.57;86.32;105.59;8.48;10.65;65.00
25/05/2025 7:20;29.67;88.35;131.21;8.46;10.48;66.00
25/05/2025 7:30;29.70;87.97;114.68;8.45;11.35;66.00
25/05/2025 7:40;29.38;86.76;102.94;8.43;10.54;67.00
25/05/2025 7:50;28.61;88.33;116.73;8.39;10.86;68.00
25/05/2025 8:00;29.51;85.87;125.64;8.36;9.83;70.00
25/05/2025 8:10;30.39;84.65;123.05;8.35;9.75;70.00
25/05/2025 8:20;30.54;87.98;102.61;8.32;9.61;70.00
25/05/2025 8:30;31.48;85.31;104.58;8.30;9.97;69.00
25/05/2025 8:40;30.61;86.60;123.70;8.27;9.96;68.00
25/05/2025 8:50;30.89;88.37;130.78;8.25;9.27;69.00
25/05/2025 9:00;31.10;85.89;117.38;8.24;11.73;68.00
25/05/2025 9:10;30.80;84.63;128.92;8.20;9.61;68.00
25/05/2025 9:20;31.00;86.76;179.56;8.18;10.12;69.00
25/05/2025 9:30;30.35;83.13;104.37;8.16;10.94;69.00
25/05/2025 9:40;29.99;86.60;168.30;8.14;11.45;69.00
25/05/2025 9:50;29.34;0.63;75.11;8.12;9.78;69.00
25/05/2025 10:00;30.09;83.17;109.76;8.11;9.92;69.00
25/05/2025 10:10;30.74;82.55;106.81;8.09;9.02;71.00
25/05/2025 10:20;31.54;81.31;125.36;8.08;11.99;72.00
25/05/2025 10:30;32.09;82.45;132.45;8.05;10.37;73.00
25/05/2025 10:40;32.92;85.06;187.38;8.01;11.42;72.00
25/05/2025 10:50;34.16;84.37;110.06;7.97;10.60;72.00
25/05/2025 11:00;35.33;82.93;125.09;7.93;10.08;71.00
25/05/2025 11:10;36.11;83.12;136.67;7.91;9.42;71.00
25/05/2025 11:20;36.87;81.87;109.06;7.88;10.69;71.00
25/05/2025 11:30;37.70;82.45;108.30;7.86;11.64;70.00
25/05/2025 11:40;38.94;80.57;108.76;7.85;9.24;70.00
25/05/2025 11:50;39.70;80.52;130.60;7.83;9.22;70.00
25/05/2025 12:00;40.79;81.28;134.83;7.82;11.38;69.00
25/05/2025 12:10;39.88;77.82;120.33;7.79;9.62;69.00
25/05/2025 12:20;41.32;81.47;118.65;7.78;11.64;69.00
25/05/2025 12:30;41.99;80.84;122.64;7.76;11.29;70.00
25/05/2025 12:40;42.00;81.33;115.79;7.74;11.81;69.00
25/05/2025 12:50;41.10;78.61;136.84;7.73;9.70;69.00
25/05/2025 13:00;40.87;79.17;111.70;7.70;11.22;68.00
25/05/2025 13:10;40.59;76.68;127.98;7.69;10.81;67.00
25/05/2025 13:20;40.36;77.20;117.39;7.68;9.93;68.00
25/05/2025 13:30;40.75;79.54;115.08;7.65;10.06;67.00
25/05/2025 13:40;40.23;76.17;111.35;7.61;11.81;68.00
25/05/2025 13:50;40.93;77.17;103.56;7.58;10.95;69.00
25/05/2025 14:00;39.97;77.98;118.28;7.55;9.96;68.00
25/05/2025 14:10;40.52;76.04;108.55;7.54;10.29;69.00
25/05/2025 14:20;40.24;76.29;118.24;7.50;10.92;68.00
25/05/2025 14:30;40.90;77.56;0.00;7.47;10.21;68.00
25/05/2025 14:40;40.93;76.69;132.26;7.43;9.60;68.00
25/05/2025 14:50;40.11;75.30;104.43;7.39;9.16;68.00
25/05/2025 15:00;39.20;74.10;134.49;7.36;11.22;69.00
25/05/2025 15:10;39.68;76.44;122.16;7.34;9.93;70.00
25/05/2025 15:20;39.29;73.78;130.79;7.32;10.39;71.00
25/05/2025 15:30;40.17;74.22;135.96;7.29;11.96;70.00
25/05/2025 15:40;40.77;74.38;112.43;7.27;9.16;70.00
25/05/2025 15:50;39.95;74.26;136.35;7.26;9.15;69.00
25/05/2025 16:00;40.56;71.18;115.69;7.24;9.90;70.00
25/05/2025 16:10;40.67;74.39;131.30;7.21;10.14;71.00
25/05/2025 16:20;40.18;72.13;119.17;7.18;11.47;72.00
25/05/2025 16:30;40.53;72.83;104.71;7.16;11.28;71.00
25/05/2025 16:40;41.49;73.57;110.70;7.12;10.62;72.00
25/05/2025 16:50;41.02;72.50;108.15;7.09;11.20;74.00
25/05/2025 17:00;40.94;69.62;108.76;7.07;10.83;75.00
25/05/2025 17:10;40.56;69.47;123.49;7.05;9.57;76.00
25/05/2025 17:20;41.24;73.05;130.65;7.02;9.25;75.00
25/05/2025 17:30;40.31;70.38;121.38;6.98;9.37;76.00
25/05/2025 17:40;39.64;70.11;108.77;6.94;10.47;77.00
25/05/2025 17:50;40.40;72.39;123.62;6.92;9.82;78.00
25/05/2025 18:00;40.96;71.21;133.54;6.90;11.74;78.00
25/05/2025 18:10;41.86;68.12;105.38;6.87;9.36;79.00
25/05/2025 18:20;41.45;70.37;112.17;6.85;10.74;78.00
25/05/2025 18:30;41.71;70.33;117.70;6.82;11.03;78.00
25/05/2025 18:40;42.00;69.76;105.96;6.78;11.28;78.00
25/05/2025 18:50;42.00;70.14;135.54;6.75;11.62;78.00
25/05/2025 19:00;42.00;91.30;107.08;6.72;9.36;79.00
25/05/2025 19:10;42.00;90.32;136.52;6.69;11.59;79.00
25/05/2025 19:20;42.00;88.77;115.82;6.66;9.09;80.00
25/05/2025 19:30;42.00;91.11;102.56;6.64;10.44;79.00
25/05/2025 19:40;42.00;91.06;106.23;6.62;11.19;80.00
25/05/2025 19:50;42.00;90.36;108.12;6.60;9.79;79.00
25/05/2025 20:00;42.00;89.34;116.92;6.59;10.21;80.00
25/05/2025 20:10;41.56;89.49;110.47;6.56;10.60;79.00
25/05/2025 20:20;41.33;89.85;136.42;6.56;9.59;80.00
25/05/2025 20:30;41.59;90.68;133.53;6.54;11.90;80.00
25/05/2025 20:40;42.00;90.19;114.21;6.52;11.57;81.00
25/05/2025 20:50;41.30;88.84;124.53;6.51;9.81;81.00
25/05/2025 21:00;41.67;91.32;123.25;6.50;11.51;80.00
25/05/2025 21:10;41.06;89.76;132.37;6.47;9.92;79.00
25/05/2025 21:20;42.00;88.87;126.55;6.46;11.26;78.00
25/05/2025 21:30;42.00;91.19;108.45;6.44;11.57;78.00
25/05/2025 21:40;41.51;88.93;128.11;6.43;9.64;78.00
25/05/2025 21:50;41.11;91.36;134.32;6.41;11.77;78.00
25/05/2025 22:00;41.85;91.40;122.30;6.38;10.83;76.00
25/05/2025 22:10;42.00;89.50;122.16;6.35;11.99;76.00
25/05/2025 22:20;42.00;88.79;131.65;6.33;11.03;75.00
25/05/2025 22:30;42.00;90.35;109.51;6.32;9.73;76.00
25/05/2025 22:40;42.00;91.11;105.13;6.31;9.73;76.00
25/05/2025 22:50;41.02;89.94;113.87;6.29;9.98;75.00
25/05/2025 23:00;40.28;90.64;104.21;6.28;10.37;75.00
25/05/2025 23:10;39.71;89.42;121.16;6.27;10.35;76.00
25/05/2025 23:20;40.08;89.19;104.86;6.26;11.12;77.00
25/05/2025 23:30;39.52;89.01;135.58;6.24;9.15;76.00
25/05/2025 23:40;38.63;89.46;112.00;6.21;11.54;76.00
25/05/2025 23:50;38.49;89.47;121.91;6.19;11.48;77.00
26/05/2025 0:00;37.57;84.54;62.56;6.17;9.57;77.00
26/05/2025 0:10;36.36;84.15;57.06;6.14;8.89;77.00
26/05/2025 0:20;35.65;85.15;58.45;6.12;9.59;77.00
26/05/2025 0:30;35.09;83.58;65.27;6.10;9.91;77.00
26/05/2025 0:40;33.94;85.43;67.09;6.10;10.48;77.00
26/05/2025 0:50;33.23;83.01;65.15;6.08;9.09;77.00
26/05/2025 1:00;32.40;84.99;67.60;6.06;10.96;78.00
26/05/2025 1:10;31.37;85.56;40.43;6.03;9.31;77.00
26/05/2025 1:20;30.61;83.55;65.63;6.00;10.24;77.00
26/05/2025 1:30;29.98;14.91;38.24;5.98;10.11;76.00
26/05/2025 1:40;28.69;83.80;31.00;5.97;10.52;76.00
26/05/2025 1:50;27.95;85.59;25.77;5.96;9.08;78.00
26/05/2025 2:00;27.09;84.68;30.71;5.94;8.79;77.00
26/05/2025 2:10;25.80;85.42;55.12;5.93;10.49;77.00
26/05/2025 2:20;25.09;82.93;23.78;5.91;9.12;77.00
26/05/2025 2:30;24.26;84.29;55.72;5.90;9.92;78.00
26/05/2025 2:40;22.85;84.00;26.46;5.88;11.35;78.00
26/05/2025 2:50;21.89;85.06;41.34;5.85;9.05;79.00
26/05/2025 3:00;20.42;85.01;42.97;5.85;8.82;80.00
26/05/2025 3:10;19.23;83.16;26.15;5.85;9.38;81.00
26/05/2025 3:20;18.60;84.77;30.40;5.84;11.21;81.00
26/05/2025 3:30;18.00;82.95;50.89;5.83;10.38;82.00
26/05/2025 3:40;18.00;84.37;54.25;5.80;10.50;82.00
26/05/2025 3:50;18.00;83.99;52.22;5.78;8.69;83.00
26/05/2025 4:00;18.00;87.97;44.54;5.77;10.12;82.00
26/05/2025 4:10;18.00;88.16;29.59;5.75;9.64;81.00
26/05/2025 4:20;18.00;89.17;55.75;5.72;8.89;81.00
26/05/2025 4:30;18.00;88.95;32.53;5.70;10.58;80.00
26/05/2025 4:40;18.00;90.03;44.97;5.67;10.68;79.00
26/05/2025 4:50;18.00;88.32;34.74;5.65;8.82;80.00
26/05/2025 5:00;18.00;90.89;37.11;5.62;9.45;81.00
26/05/2025 5:10;18.00;88.39;47.66;5.62;8.63;82.00
26/05/2025 5:20;18.00;88.82;45.86;5.60;8.55;81.00
26/05/2025 5:30;18.00;90.32;46.42;5.59;11.36;83.00
26/05/2025 5:40;18.00;89.31;48.68;5.56;11.36;82.00
26/05/2025 5:50;18.00;88.03;44.76;5.56;11.49;83.00
26/05/2025 6:00;18.00;87.42;52.18;5.56;11.11;82.00
26/05/2025 6:10;18.00;91.01;46.74;5.54;11.13;82.00
26/05/2025 6:20;18.00;89.18;49.98;5.53;11.82;81.00
26/05/2025 6:30;18.00;91.05;38.48;5.53;11.47;82.00
26/05/2025 6:40;18.00;87.82;51.79;5.52;11.35;84.00
26/05/2025 6:50;18.00;90.86;42.00;5.49;10.64;85.00
26/05/2025 7:00;18.00;81.47;47.16;5.48;11.84;84.00
26/05/2025 7:10;18.00;84.14;43.08;5.45;12.99;83.00
26/05/2025 7:20;18.00;84.25;23.37;5.44;12.19;84.00
26/05/2025 7:30;18.00;84.29;52.94;5.42;13.12;84.00
26/05/2025 7:40;18.00;81.53;25.67;5.41;12.04;85.00
26/05/2025 7:50;18.00;83.14;48.30;5.39;12.44;85.00
26/05/2025 8:00;18.00;82.32;50.95;5.35;13.97;85.00
26/05/2025 8:10;18.00;81.58;49.45;5.34;13.58;86.00
26/05/2025 8:20;18.00;79.26;40.82;5.32;12.95;85.00
26/05/2025 8:30;18.00;81.95;23.91;5.35;14.33;84.00
26/05/2025 8:40;18.00;79.11;43.99;5.33;13.78;84.00
26/05/2025 8:50;18.00;80.20;25.05;5.31;12.93;84.00
26/05/2025 9:00;18.00;81.04;49.39;5.36;14.27;83.00
26/05/2025 9:10;18.00;81.08;28.17;5.34;15.53;83.00
26/05/2025 9:20;18.00;77.62;53.53;5.31;14.20;84.00
26/05/2025 9:30;18.00;78.14;31.02;5.36;14.38;83.00
26/05/2025 9:40;18.00;78.80;22.13;5.35;15.53;83.00
26/05/2025 9:50;18.00;79.02;43.63;5.33;14.28;82.00
26/05/2025 10:00;18.00;75.83;23.11;5.31;15.88;81.00
26/05/2025 10:10;18.00;78.00;51.58;5.38;15.96;81.00
26/05/2025 10:20;18.00;77.55;44.37;5.34;15.40;82.00
26/05/2025 10:30;18.00;75.94;39.38;5.31;16.53;82.00
26/05/2025 10:40;18.00;78.51;40.74;5.33;16.23;83.00
26/05/2025 10:50;18.00;77.74;50.93;5.36;15.83;82.00
26/05/2025 11:00;18.00;75.96;46.90;5.34;17.11;83.00
26/05/2025 11:10;18.00;77.72;24.37;5.31;17.73;82.00
26/05/2025 11:20;18.00;76.73;40.11;5.32;17.81;82.00
26/05/2025 11:30;18.00;77.65;43.13;5.37;16.82;80.00
26/05/2025 11:40;18.00;74.66;21.77;5.36;17.37;79.00
26/05/2025 11:50;18.00;77.08;44.74;5.34;17.19;79.00
26/05/2025 12:00;18.00;72.68;40.24;5.32;19.05;81.00
26/05/2025 12:10;18.00;72.79;22.17;5.37;18.95;82.00
26/05/2025 12:20;18.00;74.99;33.23;5.33;17.98;83.00
26/05/2025 12:30;18.00;74.83;44.01;5.32;19.14;83.00
26/05/2025 12:40;18.00;74.50;35.80;5.35;17.91;82.00
26/05/2025 12:50;18.00;72.56;27.27;5.31;18.12;81.00
26/05/2025 13:00;18.00;72.61;55.67;5.32;19.33;80.00
26/05/2025 13:10;18.00;71.07;51.88;5.32;19.20;81.00
26/05/2025 13:20;18.00;73.21;22.68;5.36;19.05;79.00
26/05/2025 13:30;18.00;72.30;35.03;5.33;19.56;80.00
26/05/2025 13:40;18.00;71.30;23.37;5.38;19.04;81.00
26/05/2025 13:50;18.00;72.58;31.01;5.35;19.12;80.00
26/05/2025 14:00;18.00;68.80;32.00;5.31;20.43;81.00
26/05/2025 14:10;18.00;72.29;30.07;5.33;21.23;80.00
26/05/2025 14:20;18.00;72.60;34.61;5.30;20.70;78.00
26/05/2025 14:30;18.00;69.37;45.09;5.32;21.44;78.00
26/05/2025 14:40;18.00;71.26;25.23;5.30;20.73;77.00
26/05/2025 14:50;18.00;69.87;25.23;5.38;21.28;79.00
26/05/2025 15:00;18.00;70.43;41.30;5.35;20.55;79.00
26/05/2025 15:10;18.00;67.31;35.76;5.31;20.23;81.00
26/05/2025 15:20;18.00;70.54;35.36;5.32;20.21;81.00
26/05/2025 15:30;18.00;69.05;36.00;5.32;20.60;80.00
26/05/2025 15:40;18.00;68.97;30.59;5.37;20.78;80.00
26/05/2025 15:50;18.00;67.10;42.66;5.35;20.74;80.00
26/05/2025 16:00;18.00;68.30;27.30;5.31;19.59;81.00
26/05/2025 16:10;18.00;66.48;43.73;5.32;19.63;82.00
26/05/2025 16:20;18.00;67.07;53.50;5.35;19.97;81.00
26/05/2025 16:30;18.00;68.14;51.19;5.33;19.38;82.00
26/05/2025 16:40;18.00;67.88;51.56;5.31;19.72;83.00
26/05/2025 16:50;18.00;69.15;25.08;5.35;19.66;84.00
26/05/2025 17:00;18.00;64.84;23.24;5.31;19.18;84.00
26/05/2025 17:10;18.00;65.65;30.68;5.32;18.96;83.00
26/05/2025 17:20;18.00;67.50;40.05;5.32;19.40;83.00
26/05/2025 17:30;18.00;67.00;32.76;5.31;19.29;82.00
26/05/2025 17:40;18.00;65.07;50.10;5.34;19.30;82.00
26/05/2025 17:50;18.00;66.36;55.31;5.33;18.64;83.00
26/05/2025 18:00;18.00;65.39;40.20;5.30;18.39;82.00
26/05/2025 18:10;18.00;64.73;35.52;5.36;18.40;82.00
26/05/2025 18:20;18.00;62.90;48.38;5.34;18.21;84.00
26/05/2025 18:30;18.00;65.65;40.77;5.32;17.99;85.00
26/05/2025 18:40;18.00;62.73;32.85;5.32;18.01;86.00
26/05/2025 18:50;18.00;62.79;40.74;5.34;17.92;86.00
26/05/2025 19:00;18.00;84.05;30.28;5.31;11.32;86.00
26/05/2025 19:10;18.00;84.89;37.23;5.37;8.76;86.00
26/05/2025 19:20;18.00;83.05;38.67;5.34;11.24;85.00
26/05/2025 19:30;18.00;85.11;33.95;5.33;11.23;85.00
26/05/2025 19:40;18.00;84.96;45.81;5.33;10.34;84.00
26/05/2025 19:50;18.00;83.70;49.85;5.32;11.35;84.00
26/05/2025 20:00;18.00;85.29;55.53;5.32;8.86;83.00
26/05/2025 20:10;18.00;84.32;51.41;5.31;10.60;84.00
26/05/2025 20:20;18.00;82.99;50.28;5.35;10.17;83.00
26/05/2025 20:30;18.00;84.43;43.97;5.32;8.93;82.00
26/05/2025 20:40;18.00;84.74;51.63;5.35;11.24;82.00
26/05/2025 20:50;18.00;83.43;26.86;5.34;10.13;83.00
26/05/2025 21:00;18.00;84.73;23.63;5.33;11.08;84.00
26/05/2025 21:10;18.00;85.06;31.42;5.33;9.20;84.00
26/05/2025 21:20;18.00;84.36;38.48;5.32;11.50;85.00
26/05/2025 21:30;18.00;83.89;46.40;5.31;9.44;84.00
26/05/2025 21:40;18.00;83.83;50.72;5.30;11.48;84.00
26/05/2025 21:50;18.00;84.01;49.73;5.36;11.43;83.00
26/05/2025 22:00;18.00;85.04;38.20;5.34;10.96;84.00
26/05/2025 22:10;18.00;84.33;21.69;5.33;10.35;86.00
26/05/2025 22:20;18.00;83.72;30.09;5.31;8.55;85.00
26/05/2025 22:30;18.00;83.00;24.42;5.37;9.11;86.00
26/05/2025 22:40;18.00;85.67;46.22;5.36;11.07;86.00
26/05/2025 22:50;18.00;84.71;43.42;5.34;9.89;86.00
26/05/2025 23:00;18.00;83.79;25.57;5.33;11.33;87.00
26/05/2025 23:10;18.00;85.37;47.81;5.30;9.77;87.00
26/05/2025 23:20;18.00;85.69;54.42;5.37;9.19;87.00
26/05/2025 23:30;18.00;85.54;53.26;5.37;9.08;87.00
26/05/2025 23:40;18.00;83.28;0.00;5.35;8.82;88.00
26/05/2025 23:50;18.00;85.04;46.25;5.32;11.34;88.00
27/05/2025 0:00;18.97;85.91;78.55;5.37;11.26;69.00
27/05/2025 0:10;19.40;83.64;64.33;5.34;10.63;68.00
27/05/2025 0:20;20.18;83.86;70.80;5.32;10.97;69.00
27/05/2025 0:30;19.41;86.46;76.83;5.35;8.64;68.00
27/05/2025 0:40;18.95;83.56;64.95;5.33;8.99;67.00
27/05/2025 0:50;18.00;8.61;58.84;5.32;9.73;66.00
27/05/2025 1:00;18.39;85.31;55.27;5.30;10.41;65.00
27/05/2025 1:10;18.34;84.61;71.13;5.33;11.23;65.00
27/05/2025 1:20;18.03;83.89;47.80;5.32;10.83;66.00
27/05/2025 1:30;18.22;83.83;55.85;5.35;10.85;66.00
27/05/2025 1:40;18.00;83.84;47.23;5.33;9.95;67.00
27/05/2025 1:50;18.00;85.38;70.42;5.31;9.19;68.00
27/05/2025 2:00;18.00;83.62;0.00;5.34;9.14;67.00
27/05/2025 2:10;18.12;86.09;45.18;5.32;10.77;67.00
27/05/2025 2:20;19.10;84.95;74.35;5.37;8.87;65.00
27/05/2025 2:30;19.27;84.48;66.58;5.37;10.00;65.00
27/05/2025 2:40;20.02;85.30;78.73;5.36;9.57;65.00
27/05/2025 2:50;19.92;85.61;60.41;5.35;10.86;67.00
27/05/2025 3:00;20.46;85.35;59.42;5.35;9.26;66.00
27/05/2025 3:10;19.71;84.81;54.92;5.34;10.28;66.00
27/05/2025 3:20;19.90;85.82;62.51;5.33;10.25;65.00
27/05/2025 3:30;20.38;85.51;51.30;5.30;8.53;64.00
27/05/2025 3:40;19.39;85.08;75.97;5.32;9.24;64.00
27/05/2025 3:50;20.02;85.61;57.74;5.36;10.22;63.00
27/05/2025 4:00;20.04;90.45;58.09;5.79;10.42;63.00
27/05/2025 4:10;20.50;90.47;105.52;6.21;9.87;63.00
27/05/2025 4:20;20.97;90.62;104.09;6.59;8.54;62.00
27/05/2025 4:30;20.81;89.59;97.53;6.73;11.14;63.00
27/05/2025 4:40;21.04;90.14;156.53;6.98;8.60;62.00
27/05/2025 4:50;20.66;91.92;138.71;7.23;10.20;62.00
27/05/2025 5:00;20.27;88.66;129.75;7.52;9.68;60.00
27/05/2025 5:10;20.22;88.28;141.23;7.91;9.41;59.00
27/05/2025 5:20;21.01;90.22;80.46;8.40;11.44;58.00
27/05/2025 5:30;20.85;90.54;99.93;8.50;9.48;58.00
27/05/2025 5:40;20.68;91.12;103.65;8.50;10.65;59.00
27/05/2025 5:50;20.20;89.02;109.90;8.50;10.43;59.00
27/05/2025 6:00;19.74;91.56;85.52;8.50;11.81;59.00
27/05/2025 6:10;20.26;88.96;103.10;8.50;11.81;59.00
27/05/2025 6:20;20.95;90.05;102.18;8.50;10.56;60.00
27/05/2025 6:30;21.91;90.96;90.46;8.50;11.80;61.00
27/05/2025 6:40;21.23;90.81;105.37;8.50;11.25;60.00
27/05/2025 6:50;21.46;88.08;109.93;8.50;10.93;61.00
27/05/2025 7:00;21.23;83.11;88.82;8.48;12.41;61.00
27/05/2025 7:10;21.67;84.65;95.58;8.45;12.36;60.00
27/05/2025 7:20;21.88;84.44;99.05;8.43;13.05;59.00
27/05/2025 7:30;21.11;81.91;87.73;8.41;12.45;60.00
27/05/2025 7:40;20.58;81.74;78.97;8.37;12.30;59.00
27/05/2025 7:50;21.20;82.20;97.53;8.35;12.16;59.00
27/05/2025 8:00;21.27;81.97;99.26;8.32;13.71;59.00
27/05/2025 8:10;20.44;79.73;96.14;8.29;13.63;59.00
27/05/2025 8:20;21.24;81.87;93.81;8.25;14.23;59.00
27/05/2025 8:30;21.87;82.73;101.42;8.23;13.87;59.00
27/05/2025 8:40;22.59;82.30;105.53;8.20;14.04;58.00
27/05/2025 8:50;23.53;80.51;105.93;8.16;13.14;59.00
27/05/2025 9:00;23.42;78.89;88.32;8.15;15.38;60.00
27/05/2025 9:10;23.91;78.93;91.95;8.13;14.30;59.00
27/05/2025 9:20;24.23;80.94;80.90;8.09;14.20;59.00
27/05/2025 9:30;24.73;77.91;77.59;8.06;14.43;58.00
27/05/2025 9:40;24.48;81.81;78.28;8.02;14.22;59.00
27/05/2025 9:50;25.45;81.88;76.36;8.00;15.11;60.00
27/05/2025 10:00;24.46;77.22;83.49;7.99;16.42;60.00
27/05/2025 10:10;25.01;79.09;97.75;7.98;16.74;60.00
